day,cases,countriesAndTerritories,popData2019
2,0,Turks_and_Caicos_islands,38194
1,0,Turks_and_Caicos_islands,38194
30,11,Uganda,44269587
29,11,Uganda,44269587
28,15,Uganda,44269587
27,12,Uganda,44269587
26,16,Uganda,44269587
25,8,Uganda,44269587
24,23,Uganda,44269587
23,4,Uganda,44269587
22,15,Uganda,44269587
21,0,Uganda,44269587
20,14,Uganda,44269587
19,9,Uganda,44269587
18,8,Uganda,44269587
17,19,Uganda,44269587
16,9,Uganda,44269587
15,11,Uganda,44269587
14,0,Uganda,44269587
13,6,Uganda,44269587
12,14,Uganda,44269587
11,8,Uganda,44269587
10,11,Uganda,44269587
9,30,Uganda,44269587
8,23,Uganda,44269587
7,36,Uganda,44269587
6,35,Uganda,44269587
5,15,Uganda,44269587
4,18,Uganda,44269587
3,32,Uganda,44269587
2,-1,Uganda,44269587
1,45,Uganda,44269587
30,646,Ukraine,43993643
29,917,Ukraine,43993643
28,948,Ukraine,43993643
27,1109,Ukraine,43993643
26,994,Ukraine,43993643
25,940,Ukraine,43993643
24,833,Ukraine,43993643
23,681,Ukraine,43993643
22,735,Ukraine,43993643
21,841,Ukraine,43993643
20,921,Ukraine,43993643
19,829,Ukraine,43993643
18,758,Ukraine,43993643
17,666,Ukraine,43993643
16,656,Ukraine,43993643
15,648,Ukraine,43993643
14,753,Ukraine,43993643
13,683,Ukraine,43993643
12,689,Ukraine,43993643
11,525,Ukraine,43993643
10,394,Ukraine,43993643
9,463,Ukraine,43993643
8,485,Ukraine,43993643
7,550,Ukraine,43993643
6,553,Ukraine,43993643
5,588,Ukraine,43993643
4,483,Ukraine,43993643
3,328,Ukraine,43993643
2,340,Ukraine,43993643
1,468,Ukraine,43993643
30,449,United_Arab_Emirates,9770526
29,437,United_Arab_Emirates,9770526
28,387,United_Arab_Emirates,9770526
27,410,United_Arab_Emirates,9770526
26,430,United_Arab_Emirates,9770526
25,450,United_Arab_Emirates,9770526
24,380,United_Arab_Emirates,9770526
23,378,United_Arab_Emirates,9770526
22,392,United_Arab_Emirates,9770526
21,388,United_Arab_Emirates,9770526
20,393,United_Arab_Emirates,9770526
19,388,United_Arab_Emirates,9770526
18,382,United_Arab_Emirates,9770526
17,346,United_Arab_Emirates,9770526
16,342,United_Arab_Emirates,9770526
15,304,United_Arab_Emirates,9770526
14,491,United_Arab_Emirates,9770526
13,513,United_Arab_Emirates,9770526
12,479,United_Arab_Emirates,9770526
11,603,United_Arab_Emirates,9770526
10,528,United_Arab_Emirates,9770526
9,568,United_Arab_Emirates,9770526
8,540,United_Arab_Emirates,9770526
7,626,United_Arab_Emirates,9770526
6,624,United_Arab_Emirates,9770526
5,659,United_Arab_Emirates,9770526
4,571,United_Arab_Emirates,9770526
3,596,United_Arab_Emirates,9770526
2,635,United_Arab_Emirates,9770526
1,661,United_Arab_Emirates,9770526
30,446,United_Kingdom,66647112
29,649,United_Kingdom,66647112
28,671,United_Kingdom,66647112
27,721,United_Kingdom,66647112
26,778,United_Kingdom,66647112
25,886,United_Kingdom,66647112
24,896,United_Kingdom,66647112
23,639,United_Kingdom,66647112
22,687,United_Kingdom,66647112
21,986,United_Kingdom,66647112
20,1027,United_Kingdom,66647112
19,1013,United_Kingdom,66647112
18,1102,United_Kingdom,66647112
17,1043,United_Kingdom,66647112
16,822,United_Kingdom,66647112
15,890,United_Kingdom,66647112
14,1052,United_Kingdom,66647112
13,1017,United_Kingdom,66647112
12,1199,United_Kingdom,66647112
11,1158,United_Kingdom,66647112
10,1099,United_Kingdom,66647112
9,721,United_Kingdom,66647112
8,801,United_Kingdom,66647112
7,1120,United_Kingdom,66647112
6,1243,United_Kingdom,66647112
5,1356,United_Kingdom,66647112
4,1484,United_Kingdom,66647112
3,1441,United_Kingdom,66647112
2,1079,United_Kingdom,66647112
1,1125,United_Kingdom,66647112
30,0,United_Republic_of_Tanzania,58005461
29,0,United_Republic_of_Tanzania,58005461
28,0,United_Republic_of_Tanzania,58005461
27,0,United_Republic_of_Tanzania,58005461
26,0,United_Republic_of_Tanzania,58005461
25,0,United_Republic_of_Tanzania,58005461
24,0,United_Republic_of_Tanzania,58005461
23,0,United_Republic_of_Tanzania,58005461
22,0,United_Republic_of_Tanzania,58005461
21,0,United_Republic_of_Tanzania,58005461
20,0,United_Republic_of_Tanzania,58005461
19,0,United_Republic_of_Tanzania,58005461
18,0,United_Republic_of_Tanzania,58005461
17,0,United_Republic_of_Tanzania,58005461
16,0,United_Republic_of_Tanzania,58005461
15,0,United_Republic_of_Tanzania,58005461
14,0,United_Republic_of_Tanzania,58005461
13,0,United_Republic_of_Tanzania,58005461
12,0,United_Republic_of_Tanzania,58005461
11,0,United_Republic_of_Tanzania,58005461
10,0,United_Republic_of_Tanzania,58005461
9,0,United_Republic_of_Tanzania,58005461
8,0,United_Republic_of_Tanzania,58005461
7,0,United_Republic_of_Tanzania,58005461
6,0,United_Republic_of_Tanzania,58005461
5,0,United_Republic_of_Tanzania,58005461
4,0,United_Republic_of_Tanzania,58005461
3,0,United_Republic_of_Tanzania,58005461
2,0,United_Republic_of_Tanzania,58005461
1,0,United_Republic_of_Tanzania,58005461
30,41556,United_States_of_America,329064917
29,38673,United_States_of_America,329064917
28,42486,United_States_of_America,329064917
27,45527,United_States_of_America,329064917
26,40949,United_States_of_America,329064917
25,34339,United_States_of_America,329064917
24,34720,United_States_of_America,329064917
23,31390,United_States_of_America,329064917
22,25793,United_States_of_America,329064917
21,34158,United_States_of_America,329064917
20,29909,United_States_of_America,329064917
19,27762,United_States_of_America,329064917
18,25559,United_States_of_America,329064917
17,23705,United_States_of_America,329064917
16,19957,United_States_of_America,329064917
15,19543,United_States_of_America,329064917
14,25540,United_States_of_America,329064917
13,25639,United_States_of_America,329064917
12,22883,United_States_of_America,329064917
11,20614,United_States_of_America,329064917
10,18665,United_States_of_America,329064917
9,18822,United_States_of_America,329064917
8,22302,United_States_of_America,329064917
7,22223,United_States_of_America,329064917
6,25178,United_States_of_America,329064917
5,21140,United_States_of_America,329064917
4,19699,United_States_of_America,329064917
3,20544,United_States_of_America,329064917
2,21086,United_States_of_America,329064917
1,19807,United_States_of_America,329064917
30,3,United_States_Virgin_Islands,104579
29,0,United_States_Virgin_Islands,104579
28,0,United_States_Virgin_Islands,104579
27,0,United_States_Virgin_Islands,104579
26,1,United_States_Virgin_Islands,104579
25,4,United_States_Virgin_Islands,104579
24,0,United_States_Virgin_Islands,104579
23,0,United_States_Virgin_Islands,104579
22,2,United_States_Virgin_Islands,104579
21,0,United_States_Virgin_Islands,104579
20,1,United_States_Virgin_Islands,104579
19,0,United_States_Virgin_Islands,104579
18,0,United_States_Virgin_Islands,104579
17,0,United_States_Virgin_Islands,104579
16,0,United_States_Virgin_Islands,104579
15,1,United_States_Virgin_Islands,104579
14,0,United_States_Virgin_Islands,104579
13,0,United_States_Virgin_Islands,104579
12,0,United_States_Virgin_Islands,104579
11,1,United_States_Virgin_Islands,104579
10,0,United_States_Virgin_Islands,104579
9,0,United_States_Virgin_Islands,104579
8,0,United_States_Virgin_Islands,104579
7,0,United_States_Virgin_Islands,104579
6,0,United_States_Virgin_Islands,104579
5,1,United_States_Virgin_Islands,104579
4,0,United_States_Virgin_Islands,104579
3,0,United_States_Virgin_Islands,104579
2,1,United_States_Virgin_Islands,104579
1,0,United_States_Virgin_Islands,104579
30,3,Uruguay,3461731
29,5,Uruguay,3461731
28,5,Uruguay,3461731
27,12,Uruguay,3461731
26,5,Uruguay,3461731
25,17,Uruguay,3461731
24,3,Uruguay,3461731
23,6,Uruguay,3461731
22,17,Uruguay,3461731
21,6,Uruguay,3461731
20,3,Uruguay,3461731
19,1,Uruguay,3461731
18,0,Uruguay,3461731
17,1,Uruguay,3461731
16,0,Uruguay,3461731
15,1,Uruguay,3461731
14,0,Uruguay,3461731
13,0,Uruguay,3461731
12,0,Uruguay,3461731
11,1,Uruguay,3461731
10,1,Uruguay,3461731
9,0,Uruguay,3461731
8,0,Uruguay,3461731
7,11,Uruguay,3461731
6,2,Uruguay,3461731
5,4,Uruguay,3461731
4,2,Uruguay,3461731
3,1,Uruguay,3461731
2,2,Uruguay,3461731
1,2,Uruguay,3461731
30,267,Uzbekistan,32981715
29,306,Uzbekistan,32981715
28,235,Uzbekistan,32981715
27,262,Uzbekistan,32981715
26,238,Uzbekistan,32981715
25,235,Uzbekistan,32981715
24,255,Uzbekistan,32981715
23,142,Uzbekistan,32981715
22,142,Uzbekistan,32981715
21,191,Uzbekistan,32981715
20,170,Uzbekistan,32981715
19,158,Uzbekistan,32981715
18,136,Uzbekistan,32981715
17,268,Uzbekistan,32981715
16,190,Uzbekistan,32981715
15,109,Uzbekistan,32981715
14,93,Uzbekistan,32981715
13,82,Uzbekistan,32981715
12,124,Uzbekistan,32981715
11,148,Uzbekistan,32981715
10,99,Uzbekistan,32981715
9,96,Uzbekistan,32981715
8,171,Uzbekistan,32981715
7,159,Uzbekistan,32981715
6,57,Uzbekistan,32981715
5,91,Uzbekistan,32981715
4,105,Uzbekistan,32981715
3,51,Uzbekistan,32981715
2,56,Uzbekistan,32981715
1,108,Uzbekistan,32981715
30,233,Venezuela,28515829
29,167,Venezuela,28515829
28,351,Venezuela,28515829
27,216,Venezuela,28515829
26,198,Venezuela,28515829
25,179,Venezuela,28515829
24,138,Venezuela,28515829
23,130,Venezuela,28515829
22,128,Venezuela,28515829
21,199,Venezuela,28515829
20,107,Venezuela,28515829
19,334,Venezuela,28515829
17,88,Venezuela,28515829
16,84,Venezuela,28515829
15,74,Venezuela,28515829
14,25,Venezuela,28515829
13,65,Venezuela,28515829
12,76,Venezuela,28515829
11,106,Venezuela,28515829
10,159,Venezuela,28515829
9,96,Venezuela,28515829
8,61,Venezuela,28515829
7,171,Venezuela,28515829
6,58,Venezuela,28515829
5,135,Venezuela,28515829
4,133,Venezuela,28515829
3,157,Venezuela,28515829
2,152,Venezuela,28515829
1,51,Venezuela,28515829
30,0,Vietnam,96462108
29,1,Vietnam,96462108
28,1,Vietnam,96462108
27,1,Vietnam,96462108
26,0,Vietnam,96462108
25,3,Vietnam,96462108
24,0,Vietnam,96462108
23,0,Vietnam,96462108
22,0,Vietnam,96462108
21,0,Vietnam,96462108
20,7,Vietnam,96462108
19,7,Vietnam,96462108
18,0,Vietnam,96462108
17,1,Vietnam,96462108
16,0,Vietnam,96462108
15,0,Vietnam,96462108
14,1,Vietnam,96462108
13,1,Vietnam,96462108
12,0,Vietnam,96462108
11,0,Vietnam,96462108
10,0,Vietnam,96462108
9,1,Vietnam,96462108
8,2,Vietnam,96462108
7,0,Vietnam,96462108
6,1,Vietnam,96462108
5,0,Vietnam,96462108
4,0,Vietnam,96462108
3,0,Vietnam,96462108
2,0,Vietnam,96462108
1,1,Vietnam,96462108
30,0,Western_Sahara,582458
29,0,Western_Sahara,582458
28,183,Western_Sahara,582458
27,0,Western_Sahara,582458
26,0,Western_Sahara,582458
25,0,Western_Sahara,582458
24,0,Western_Sahara,582458
23,0,Western_Sahara,582458
22,0,Western_Sahara,582458
21,0,Western_Sahara,582458
20,2,Western_Sahara,582458
19,0,Western_Sahara,582458
18,0,Western_Sahara,582458
17,0,Western_Sahara,582458
16,0,Western_Sahara,582458
15,0,Western_Sahara,582458
14,0,Western_Sahara,582458
13,0,Western_Sahara,582458
12,0,Western_Sahara,582458
11,0,Western_Sahara,582458
10,0,Western_Sahara,582458
9,0,Western_Sahara,582458
8,0,Western_Sahara,582458
7,0,Western_Sahara,582458
6,0,Western_Sahara,582458
5,0,Western_Sahara,582458
4,0,Western_Sahara,582458
3,0,Western_Sahara,582458
2,0,Western_Sahara,582458
1,0,Western_Sahara,582458
30,10,Yemen,29161922
29,15,Yemen,29161922
28,14,Yemen,29161922
27,13,Yemen,29161922
26,61,Yemen,29161922
25,23,Yemen,29161922
24,25,Yemen,29161922
23,26,Yemen,29161922
22,18,Yemen,29161922
21,4,Yemen,29161922
20,13,Yemen,29161922
19,4,Yemen,29161922
18,13,Yemen,29161922
17,45,Yemen,29161922
16,116,Yemen,29161922
15,23,Yemen,29161922
14,73,Yemen,29161922
13,41,Yemen,29161922
12,31,Yemen,29161922
11,36,Yemen,29161922
10,28,Yemen,29161922
9,10,Yemen,29161922
8,13,Yemen,29161922
7,4,Yemen,29161922
6,16,Yemen,29161922
5,50,Yemen,29161922
4,4,Yemen,29161922
3,45,Yemen,29161922
2,31,Yemen,29161922
1,13,Yemen,29161922
30,11,Zambia,17861034
29,26,Zambia,17861034
28,0,Zambia,17861034
27,34,Zambia,17861034
26,8,Zambia,17861034
25,12,Zambia,17861034
24,47,Zambia,17861034
23,0,Zambia,17861034
22,0,Zambia,17861034
21,0,Zambia,17861034
20,14,Zambia,17861034
19,4,Zambia,17861034
18,7,Zambia,17861034
17,23,Zambia,17861034
16,24,Zambia,17861034
15,1,Zambia,17861034
14,36,Zambia,17861034
13,69,Zambia,17861034
12,0,Zambia,17861034
11,52,Zambia,17861034
10,0,Zambia,17861034
9,46,Zambia,17861034
8,0,Zambia,17861034
7,43,Zambia,17861034
6,0,Zambia,17861034
5,22,Zambia,17861034
4,0,Zambia,17861034
3,0,Zambia,17861034
2,32,Zambia,17861034
1,0,Zambia,17861034
30,7,Zimbabwe,14645473
29,0,Zimbabwe,14645473
28,6,Zimbabwe,14645473
27,10,Zimbabwe,14645473
26,21,Zimbabwe,14645473
25,5,Zimbabwe,14645473
24,13,Zimbabwe,14645473
23,23,Zimbabwe,14645473
22,3,Zimbabwe,14645473
21,7,Zimbabwe,14645473
20,16,Zimbabwe,14645473
19,62,Zimbabwe,14645473
18,7,Zimbabwe,14645473
17,7,Zimbabwe,14645473
16,4,Zimbabwe,14645473
15,27,Zimbabwe,14645473
14,13,Zimbabwe,14645473
13,11,Zimbabwe,14645473
12,12,Zimbabwe,14645473
11,6,Zimbabwe,14645473
10,27,Zimbabwe,14645473
9,5,Zimbabwe,14645473
8,3,Zimbabwe,14645473
7,14,Zimbabwe,14645473
6,28,Zimbabwe,14645473
5,15,Zimbabwe,14645473
4,16,Zimbabwe,14645473
3,3,Zimbabwe,14645473
2,25,Zimbabwe,14645473
1,4,Zimbabwe,14645473
