day,cases,countriesAndTerritories,popData2019
2,0,Burkina_Faso,20321383
1,28,Burkina_Faso,20321383
30,0,Burundi,11530577
29,26,Burundi,11530577
28,0,Burundi,11530577
27,0,Burundi,11530577
26,0,Burundi,11530577
25,0,Burundi,11530577
24,0,Burundi,11530577
23,0,Burundi,11530577
22,0,Burundi,11530577
21,40,Burundi,11530577
20,0,Burundi,11530577
19,0,Burundi,11530577
18,0,Burundi,11530577
17,0,Burundi,11530577
16,10,Burundi,11530577
15,0,Burundi,11530577
14,0,Burundi,11530577
13,0,Burundi,11530577
12,11,Burundi,11530577
11,0,Burundi,11530577
10,0,Burundi,11530577
9,0,Burundi,11530577
8,0,Burundi,11530577
7,20,Burundi,11530577
6,0,Burundi,11530577
5,0,Burundi,11530577
4,0,Burundi,11530577
3,0,Burundi,11530577
2,0,Burundi,11530577
1,21,Burundi,11530577
30,0,Cambodia,16486542
29,0,Cambodia,16486542
28,2,Cambodia,16486542
27,9,Cambodia,16486542
26,0,Cambodia,16486542
25,0,Cambodia,16486542
24,0,Cambodia,16486542
23,1,Cambodia,16486542
22,0,Cambodia,16486542
21,0,Cambodia,16486542
20,0,Cambodia,16486542
19,0,Cambodia,16486542
18,1,Cambodia,16486542
17,0,Cambodia,16486542
16,0,Cambodia,16486542
15,0,Cambodia,16486542
14,2,Cambodia,16486542
13,0,Cambodia,16486542
12,0,Cambodia,16486542
11,0,Cambodia,16486542
10,0,Cambodia,16486542
9,0,Cambodia,16486542
8,1,Cambodia,16486542
7,0,Cambodia,16486542
6,0,Cambodia,16486542
5,0,Cambodia,16486542
4,0,Cambodia,16486542
3,0,Cambodia,16486542
2,0,Cambodia,16486542
1,0,Cambodia,16486542
30,0,Cameroon,25876387
29,0,Cameroon,25876387
28,0,Cameroon,25876387
27,0,Cameroon,25876387
26,322,Cameroon,25876387
25,229,Cameroon,25876387
24,149,Cameroon,25876387
23,282,Cameroon,25876387
22,329,Cameroon,25876387
21,0,Cameroon,25876387
20,643,Cameroon,25876387
19,774,Cameroon,25876387
18,0,Cameroon,25876387
17,0,Cameroon,25876387
16,0,Cameroon,25876387
15,292,Cameroon,25876387
14,376,Cameroon,25876387
13,267,Cameroon,25876387
12,0,Cameroon,25876387
11,248,Cameroon,25876387
10,369,Cameroon,25876387
9,404,Cameroon,25876387
8,309,Cameroon,25876387
7,0,Cameroon,25876387
6,810,Cameroon,25876387
5,37,Cameroon,25876387
4,167,Cameroon,25876387
3,188,Cameroon,25876387
2,493,Cameroon,25876387
1,0,Cameroon,25876387
30,668,Canada,37411038
29,218,Canada,37411038
28,238,Canada,37411038
27,172,Canada,37411038
26,369,Canada,37411038
25,279,Canada,37411038
24,326,Canada,37411038
23,311,Canada,37411038
22,318,Canada,37411038
21,390,Canada,37411038
20,409,Canada,37411038
19,367,Canada,37411038
18,386,Canada,37411038
17,320,Canada,37411038
16,360,Canada,37411038
15,377,Canada,37411038
14,467,Canada,37411038
13,413,Canada,37411038
12,405,Canada,37411038
11,472,Canada,37411038
10,409,Canada,37411038
9,545,Canada,37411038
8,642,Canada,37411038
7,722,Canada,37411038
6,609,Canada,37411038
5,641,Canada,37411038
4,675,Canada,37411038
3,705,Canada,37411038
2,758,Canada,37411038
1,757,Canada,37411038
30,10,Cape_Verde,549936
29,64,Cape_Verde,549936
28,64,Cape_Verde,549936
27,24,Cape_Verde,549936
26,4,Cape_Verde,549936
25,17,Cape_Verde,549936
24,38,Cape_Verde,549936
23,54,Cape_Verde,549936
22,27,Cape_Verde,549936
21,15,Cape_Verde,549936
20,25,Cape_Verde,549936
19,31,Cape_Verde,549936
18,11,Cape_Verde,549936
17,21,Cape_Verde,549936
16,10,Cape_Verde,549936
15,24,Cape_Verde,549936
14,29,Cape_Verde,549936
13,40,Cape_Verde,549936
12,42,Cape_Verde,549936
11,30,Cape_Verde,549936
10,18,Cape_Verde,549936
9,13,Cape_Verde,549936
8,12,Cape_Verde,549936
7,6,Cape_Verde,549936
6,34,Cape_Verde,549936
5,25,Cape_Verde,549936
4,11,Cape_Verde,549936
3,8,Cape_Verde,549936
2,23,Cape_Verde,549936
1,14,Cape_Verde,549936
30,3,Cayman_Islands,64948
29,0,Cayman_Islands,64948
28,0,Cayman_Islands,64948
27,0,Cayman_Islands,64948
26,0,Cayman_Islands,64948
25,1,Cayman_Islands,64948
24,0,Cayman_Islands,64948
23,0,Cayman_Islands,64948
22,0,Cayman_Islands,64948
21,0,Cayman_Islands,64948
20,2,Cayman_Islands,64948
19,0,Cayman_Islands,64948
18,0,Cayman_Islands,64948
17,6,Cayman_Islands,64948
16,0,Cayman_Islands,64948
15,0,Cayman_Islands,64948
14,0,Cayman_Islands,64948
13,7,Cayman_Islands,64948
12,0,Cayman_Islands,64948
11,4,Cayman_Islands,64948
10,5,Cayman_Islands,64948
9,7,Cayman_Islands,64948
8,0,Cayman_Islands,64948
7,0,Cayman_Islands,64948
6,4,Cayman_Islands,64948
5,4,Cayman_Islands,64948
4,5,Cayman_Islands,64948
3,1,Cayman_Islands,64948
2,9,Cayman_Islands,64948
1,0,Cayman_Islands,64948
30,184,Central_African_Republic,4745179
29,0,Central_African_Republic,4745179
28,89,Central_African_Republic,4745179
27,96,Central_African_Republic,4745179
26,145,Central_African_Republic,4745179
25,48,Central_African_Republic,4745179
24,88,Central_African_Republic,4745179
23,155,Central_African_Republic,4745179
22,0,Central_African_Republic,4745179
21,203,Central_African_Republic,4745179
20,0,Central_African_Republic,4745179
19,41,Central_African_Republic,4745179
18,154,Central_African_Republic,4745179
17,121,Central_African_Republic,4745179
16,67,Central_African_Republic,4745179
15,165,Central_African_Republic,4745179
14,0,Central_African_Republic,4745179
13,13,Central_African_Republic,4745179
12,92,Central_African_Republic,4745179
11,64,Central_African_Republic,4745179
10,38,Central_African_Republic,4745179
9,216,Central_African_Republic,4745179
8,64,Central_African_Republic,4745179
7,119,Central_African_Republic,4745179
6,163,Central_African_Republic,4745179
5,99,Central_African_Republic,4745179
4,16,Central_African_Republic,4745179
3,104,Central_African_Republic,4745179
2,58,Central_African_Republic,4745179
1,49,Central_African_Republic,4745179
30,0,Chad,15946882
29,1,Chad,15946882
28,0,Chad,15946882
27,2,Chad,15946882
26,3,Chad,15946882
25,0,Chad,15946882
24,2,Chad,15946882
23,0,Chad,15946882
22,0,Chad,15946882
21,0,Chad,15946882
20,4,Chad,15946882
19,0,Chad,15946882
18,1,Chad,15946882
17,3,Chad,15946882
16,0,Chad,15946882
15,2,Chad,15946882
14,0,Chad,15946882
13,0,Chad,15946882
12,2,Chad,15946882
11,2,Chad,15946882
10,5,Chad,15946882
9,2,Chad,15946882
8,1,Chad,15946882
7,0,Chad,15946882
6,8,Chad,15946882
5,8,Chad,15946882
4,17,Chad,15946882
3,13,Chad,15946882
2,12,Chad,15946882
1,19,Chad,15946882
30,4017,Chile,18952035
29,4216,Chile,18952035
28,4406,Chile,18952035
27,4296,Chile,18952035
26,4648,Chile,18952035
25,3649,Chile,18952035
24,3804,Chile,18952035
23,4608,Chile,18952035
22,5607,Chile,18952035
21,5355,Chile,18952035
20,6290,Chile,18952035
19,4475,Chile,18952035
18,36179,Chile,18952035
17,5013,Chile,18952035
16,5143,Chile,18952035
15,6938,Chile,18952035
14,6509,Chile,18952035
13,6754,Chile,18952035
12,5596,Chile,18952035
11,5737,Chile,18952035
10,3913,Chile,18952035
9,4696,Chile,18952035
8,6405,Chile,18952035
7,5246,Chile,18952035
6,4207,Chile,18952035
5,4664,Chile,18952035
4,4942,Chile,18952035
3,3527,Chile,18952035
2,5471,Chile,18952035
1,4830,Chile,18952035
30,23,China,1433783692
29,14,China,1433783692
28,18,China,1433783692
27,24,China,1433783692
26,28,China,1433783692
25,20,China,1433783692
24,29,China,1433783692
23,52,China,1433783692
22,19,China,1433783692
21,29,China,1433783692
20,30,China,1433783692
19,36,China,1433783692
18,36,China,1433783692
17,44,China,1433783692
16,43,China,1433783692
15,47,China,1433783692
14,60,China,1433783692
13,12,China,1433783692
12,7,China,1433783692
11,11,China,1433783692
10,4,China,1433783692
9,3,China,1433783692
8,5,China,1433783692
7,9,China,1433783692
6,6,China,1433783692
5,11,China,1433783692
4,1,China,1433783692
3,5,China,1433783692
2,7,China,1433783692
1,19,China,1433783692
30,3274,Colombia,50339443
29,3178,Colombia,50339443
28,4149,Colombia,50339443
27,3843,Colombia,50339443
26,3486,Colombia,50339443
25,3541,Colombia,50339443
24,2389,Colombia,50339443
23,2531,Colombia,50339443
22,3019,Colombia,50339443
21,2357,Colombia,50339443
20,3059,Colombia,50339443
19,3171,Colombia,50339443
18,2115,Colombia,50339443
17,1868,Colombia,50339443
16,2124,Colombia,50339443
15,2193,Colombia,50339443
14,1888,Colombia,50339443
13,3176,Colombia,50339443
12,0,Colombia,50339443
11,1604,Colombia,50339443
10,1359,Colombia,50339443
9,1483,Colombia,50339443
8,1209,Colombia,50339443
7,1392,Colombia,50339443
6,1515,Colombia,50339443
5,1766,Colombia,50339443
4,1521,Colombia,50339443
3,1340,Colombia,50339443
2,1110,Colombia,50339443
1,1147,Colombia,50339443
30,0,Comoros,850891
29,25,Comoros,850891
28,0,Comoros,850891
27,0,Comoros,850891
26,0,Comoros,850891
25,0,Comoros,850891
24,0,Comoros,850891
23,0,Comoros,850891
22,0,Comoros,850891
21,37,Comoros,850891
20,0,Comoros,850891
19,13,Comoros,850891
18,0,Comoros,850891
17,21,Comoros,850891
16,0,Comoros,850891
15,0,Comoros,850891
14,14,Comoros,850891
13,0,Comoros,850891
12,0,Comoros,850891
11,0,Comoros,850891
10,21,Comoros,850891
9,0,Comoros,850891
8,0,Comoros,850891
7,9,Comoros,850891
6,0,Comoros,850891
5,0,Comoros,850891
4,0,Comoros,850891
3,26,Comoros,850891
2,0,Comoros,850891
1,0,Comoros,850891
30,0,Congo,5380504
29,0,Congo,5380504
28,41,Congo,5380504
27,0,Congo,5380504
26,117,Congo,5380504
25,0,Congo,5380504
24,0,Congo,5380504
23,74,Congo,5380504
22,0,Congo,5380504
21,130,Congo,5380504
20,0,Congo,5380504
19,0,Congo,5380504
18,0,Congo,5380504
17,0,Congo,5380504
16,104,Congo,5380504
15,0,Congo,5380504
14,34,Congo,5380504
13,0,Congo,5380504
12,0,Congo,5380504
11,17,Congo,5380504
10,45,Congo,5380504
9,0,Congo,5380504
8,0,Congo,5380504
7,44,Congo,5380504
6,4,Congo,5380504
5,17,Congo,5380504
4,7,Congo,5380504
3,0,Congo,5380504
2,0,Congo,5380504
1,24,Congo,5380504
30,139,Costa_Rica,5047561
29,151,Costa_Rica,5047561
28,143,Costa_Rica,5047561
27,152,Costa_Rica,5047561
26,169,Costa_Rica,5047561
25,147,Costa_Rica,5047561
24,91,Costa_Rica,5047561
23,64,Costa_Rica,5047561
22,86,Costa_Rica,5047561
21,69,Costa_Rica,5047561
20,119,Costa_Rica,5047561
19,68,Costa_Rica,5047561
18,102,Costa_Rica,5047561
17,25,Costa_Rica,5047561
16,29,Costa_Rica,5047561
15,53,Costa_Rica,5047561
14,50,Costa_Rica,5047561
13,74,Costa_Rica,5047561
12,77,Costa_Rica,5047561
11,86,Costa_Rica,5047561
10,33,Costa_Rica,5047561
9,24,Costa_Rica,5047561
8,55,Costa_Rica,5047561
7,35,Costa_Rica,5047561
6,34,Costa_Rica,5047561
5,37,Costa_Rica,5047561
4,52,Costa_Rica,5047561
3,21,Costa_Rica,5047561
2,28,Costa_Rica,5047561
1,9,Costa_Rica,5047561
30,270,Cote_dIvoire,25716554
29,205,Cote_dIvoire,25716554
28,405,Cote_dIvoire,25716554
27,170,Cote_dIvoire,25716554
26,260,Cote_dIvoire,25716554
25,0,Cote_dIvoire,25716554
24,412,Cote_dIvoire,25716554
23,0,Cote_dIvoire,25716554
22,618,Cote_dIvoire,25716554
21,430,Cote_dIvoire,25716554
20,381,Cote_dIvoire,25716554
19,0,Cote_dIvoire,25716554
18,384,Cote_dIvoire,25716554
17,240,Cote_dIvoire,25716554
16,355,Cote_dIvoire,25716554
15,236,Cote_dIvoire,25716554
14,164,Cote_dIvoire,25716554
13,280,Cote_dIvoire,25716554
12,223,Cote_dIvoire,25716554
11,186,Cote_dIvoire,25716554
10,114,Cote_dIvoire,25716554
9,142,Cote_dIvoire,25716554
8,182,Cote_dIvoire,25716554
7,126,Cote_dIvoire,25716554
6,169,Cote_dIvoire,25716554
5,238,Cote_dIvoire,25716554
4,0,Cote_dIvoire,25716554
3,73,Cote_dIvoire,25716554
2,118,Cote_dIvoire,25716554
1,34,Cote_dIvoire,25716554
30,34,Croatia,4076246
29,67,Croatia,4076246
28,85,Croatia,4076246
27,56,Croatia,4076246
26,95,Croatia,4076246
25,22,Croatia,4076246
24,30,Croatia,4076246
23,19,Croatia,4076246
22,18,Croatia,4076246
21,19,Croatia,4076246
20,11,Croatia,4076246
19,11,Croatia,4076246
18,3,Croatia,4076246
17,1,Croatia,4076246
16,2,Croatia,4076246
15,1,Croatia,4076246
14,2,Croatia,4076246
13,0,Croatia,4076246
12,0,Croatia,4076246
11,2,Croatia,4076246
10,0,Croatia,4076246
9,0,Croatia,4076246
8,0,Croatia,4076246
7,0,Croatia,4076246
6,0,Croatia,4076246
5,1,Croatia,4076246
4,0,Croatia,4076246
3,0,Croatia,4076246
2,0,Croatia,4076246
1,0,Croatia,4076246
30,8,Cuba,11333484
29,2,Cuba,11333484
28,5,Cuba,11333484
27,4,Cuba,11333484
26,2,Cuba,11333484
25,1,Cuba,11333484
24,3,Cuba,11333484
23,3,Cuba,11333484
22,3,Cuba,11333484
21,4,Cuba,11333484
20,10,Cuba,11333484
19,15,Cuba,11333484
18,7,Cuba,11333484
17,11,Cuba,11333484
16,14,Cuba,11333484
15,10,Cuba,11333484
14,5,Cuba,11333484
13,14,Cuba,11333484
12,8,Cuba,11333484
11,6,Cuba,11333484
10,5,Cuba,11333484
9,9,Cuba,11333484
8,18,Cuba,11333484
7,40,Cuba,11333484
6,14,Cuba,11333484
5,12,Cuba,11333484
4,15,Cuba,11333484
3,9,Cuba,11333484
2,38,Cuba,11333484
1,20,Cuba,11333484
30,0,Cura̤ao,163423
29,0,Cura̤ao,163423
28,0,Cura̤ao,163423
27,0,Cura̤ao,163423
26,0,Cura̤ao,163423
25,0,Cura̤ao,163423
24,1,Cura̤ao,163423
23,0,Cura̤ao,163423
22,0,Cura̤ao,163423
21,0,Cura̤ao,163423
20,0,Cura̤ao,163423
19,0,Cura̤ao,163423
18,1,Cura̤ao,163423
17,0,Cura̤ao,163423
16,0,Cura̤ao,163423
15,0,Cura̤ao,163423
14,0,Cura̤ao,163423
13,0,Cura̤ao,163423
12,1,Cura̤ao,163423
11,0,Cura̤ao,163423
10,0,Cura̤ao,163423
9,0,Cura̤ao,163423
8,0,Cura̤ao,163423
7,0,Cura̤ao,163423
6,0,Cura̤ao,163423
5,1,Cura̤ao,163423
4,0,Cura̤ao,163423
3,0,Cura̤ao,163423
2,1,Cura̤ao,163423
1,0,Cura̤ao,163423
30,2,Cyprus,875899
29,0,Cyprus,875899
28,2,Cyprus,875899
27,0,Cyprus,875899
26,1,Cyprus,875899
25,1,Cyprus,875899
24,2,Cyprus,875899
23,2,Cyprus,875899
22,1,Cyprus,875899
21,0,Cyprus,875899
20,0,Cyprus,875899
19,0,Cyprus,875899
18,0,Cyprus,875899
17,0,Cyprus,875899
16,2,Cyprus,875899
15,3,Cyprus,875899
14,0,Cyprus,875899
13,5,Cyprus,875899
12,1,Cyprus,875899
11,2,Cyprus,875899
10,2,Cyprus,875899
9,6,Cyprus,875899
8,4,Cyprus,875899
7,0,Cyprus,875899
6,2,Cyprus,875899
5,0,Cyprus,875899
4,6,Cyprus,875899
3,3,Cyprus,875899
2,5,Cyprus,875899
1,1,Cyprus,875899
30,202,Czechia,10649800
29,305,Czechia,10649800
28,260,Czechia,10649800
27,168,Czechia,10649800
26,93,Czechia,10649800
25,127,Czechia,10649800
24,89,Czechia,10649800
23,63,Czechia,10649800
22,50,Czechia,10649800
21,42,Czechia,10649800
20,176,Czechia,10649800
19,68,Czechia,10649800
18,51,Czechia,10649800
17,47,Czechia,10649800
16,40,Czechia,10649800
15,33,Czechia,10649800
14,53,Czechia,10649800
13,52,Czechia,10649800
12,62,Czechia,10649800
11,73,Czechia,10649800
10,54,Czechia,10649800
9,69,Czechia,10649800
8,61,Czechia,10649800
7,38,Czechia,10649800
6,35,Czechia,10649800
5,56,Czechia,10649800
4,74,Czechia,10649800
3,62,Czechia,10649800
2,29,Czechia,10649800
1,43,Czechia,10649800
30,113,Democratic_Republic_of_the_Congo,86790568
29,274,Democratic_Republic_of_the_Congo,86790568
28,0,Democratic_Republic_of_the_Congo,86790568
27,141,Democratic_Republic_of_the_Congo,86790568
26,384,Democratic_Republic_of_the_Congo,86790568
25,0,Democratic_Republic_of_the_Congo,86790568
24,102,Democratic_Republic_of_the_Congo,86790568
23,99,Democratic_Republic_of_the_Congo,86790568
22,155,Democratic_Republic_of_the_Congo,86790568
21,195,Democratic_Republic_of_the_Congo,86790568
20,194,Democratic_Republic_of_the_Congo,86790568
19,183,Democratic_Republic_of_the_Congo,86790568
18,125,Democratic_Republic_of_the_Congo,86790568
17,137,Democratic_Republic_of_the_Congo,86790568
16,60,Democratic_Republic_of_the_Congo,86790568
15,54,Democratic_Republic_of_the_Congo,86790568
14,87,Democratic_Republic_of_the_Congo,86790568
13,122,Democratic_Republic_of_the_Congo,86790568
12,125,Democratic_Republic_of_the_Congo,86790568
11,131,Democratic_Republic_of_the_Congo,86790568
10,153,Democratic_Republic_of_the_Congo,86790568
9,89,Democratic_Republic_of_the_Congo,86790568
8,138,Democratic_Republic_of_the_Congo,86790568
7,114,Democratic_Republic_of_the_Congo,86790568
6,121,Democratic_Republic_of_the_Congo,86790568
5,149,Democratic_Republic_of_the_Congo,86790568
4,169,Democratic_Republic_of_the_Congo,86790568
3,131,Democratic_Republic_of_the_Congo,86790568
2,145,Democratic_Republic_of_the_Congo,86790568
1,83,Democratic_Republic_of_the_Congo,86790568
30,76,Denmark,5806081
29,0,Denmark,5806081
28,0,Denmark,5806081
27,39,Denmark,5806081
26,21,Denmark,5806081
25,54,Denmark,5806081
24,34,Denmark,5806081
23,136,Denmark,5806081
22,0,Denmark,5806081
21,0,Denmark,5806081
20,47,Denmark,5806081
19,50,Denmark,5806081
18,44,Denmark,5806081
17,33,Denmark,5806081
16,24,Denmark,5806081
15,54,Denmark,5806081
14,40,Denmark,5806081
13,64,Denmark,5806081
12,19,Denmark,5806081
11,15,Denmark,5806081
10,39,Denmark,5806081
9,14,Denmark,5806081
8,24,Denmark,5806081
7,49,Denmark,5806081
6,64,Denmark,5806081
5,40,Denmark,5806081
4,37,Denmark,5806081
3,35,Denmark,5806081
2,30,Denmark,5806081
1,36,Denmark,5806081
30,13,Djibouti,973557
29,0,Djibouti,973557
28,0,Djibouti,973557
27,8,Djibouti,973557
26,5,Djibouti,973557
25,13,Djibouti,973557
24,18,Djibouti,973557
23,17,Djibouti,973557
22,17,Djibouti,973557
21,0,Djibouti,973557
20,8,Djibouti,973557
19,12,Djibouti,973557
18,6,Djibouti,973557
17,38,Djibouti,973557
16,36,Djibouti,973557
15,16,Djibouti,973557
14,8,Djibouti,973557
13,43,Djibouti,973557
12,25,Djibouti,973557
11,42,Djibouti,973557
10,53,Djibouti,973557
9,71,Djibouti,973557
8,38,Djibouti,973557
7,46,Djibouti,973557
6,69,Djibouti,973557
5,119,Djibouti,973557
4,156,Djibouti,973557
3,210,Djibouti,973557
2,215,Djibouti,973557
1,160,Djibouti,973557
30,0,Dominica,71808
29,0,Dominica,71808
28,0,Dominica,71808
27,0,Dominica,71808
26,0,Dominica,71808
25,0,Dominica,71808
24,0,Dominica,71808
23,0,Dominica,71808
22,0,Dominica,71808
21,0,Dominica,71808
20,0,Dominica,71808
19,0,Dominica,71808
18,0,Dominica,71808
17,0,Dominica,71808
16,0,Dominica,71808
15,0,Dominica,71808
14,0,Dominica,71808
13,0,Dominica,71808
12,0,Dominica,71808
11,0,Dominica,71808
10,0,Dominica,71808
9,0,Dominica,71808
8,0,Dominica,71808
7,0,Dominica,71808
6,0,Dominica,71808
5,0,Dominica,71808
4,0,Dominica,71808
3,0,Dominica,71808
2,2,Dominica,71808
1,0,Dominica,71808
30,443,Dominican_Republic,10738957
29,754,Dominican_Republic,10738957
28,855,Dominican_Republic,10738957
27,623,Dominican_Republic,10738957
26,510,Dominican_Republic,10738957
25,695,Dominican_Republic,10738957
24,566,Dominican_Republic,10738957
23,693,Dominican_Republic,10738957
22,899,Dominican_Republic,10738957
21,710,Dominican_Republic,10738957
20,423,Dominican_Republic,10738957
19,540,Dominican_Republic,10738957
18,419,Dominican_Republic,10738957
17,415,Dominican_Republic,10738957
16,309,Dominican_Republic,10738957
15,390,Dominican_Republic,10738957
14,564,Dominican_Republic,10738957
13,571,Dominican_Republic,10738957
12,629,Dominican_Republic,10738957
11,393,Dominican_Republic,10738957
10,289,Dominican_Republic,10738957
9,526,Dominican_Republic,10738957
8,405,Dominican_Republic,10738957
7,487,Dominican_Republic,10738957
6,389,Dominican_Republic,10738957
5,279,Dominican_Republic,10738957
4,288,Dominican_Republic,10738957
3,180,Dominican_Republic,10738957
2,287,Dominican_Republic,10738957
1,377,Dominican_Republic,10738957
30,410,Ecuador,17373657
29,681,Ecuador,17373657
28,718,Ecuador,17373657
27,700,Ecuador,17373657
26,822,Ecuador,17373657
25,691,Ecuador,17373657
24,1003,Ecuador,17373657
23,0,Ecuador,17373657
22,457,Ecuador,17373657
21,452,Ecuador,17373657
20,634,Ecuador,17373657
19,607,Ecuador,17373657
18,547,Ecuador,17373657
17,621,Ecuador,17373657
16,571,Ecuador,17373657
15,395,Ecuador,17373657
14,578,Ecuador,17373657
13,1338,Ecuador,17373657
12,0,Ecuador,17373657
11,523,Ecuador,17373657
10,539,Ecuador,17373657
9,258,Ecuador,17373657
8,392,Ecuador,17373657
7,1153,Ecuador,17373657
6,609,Ecuador,17373657
5,0,Ecuador,17373657
4,552,Ecuador,17373657
3,420,Ecuador,17373657
2,896,Ecuador,17373657
1,527,Ecuador,17373657
30,1566,Egypt,100388076
29,1265,Egypt,100388076
28,1168,Egypt,100388076
27,1625,Egypt,100388076
26,1569,Egypt,100388076
25,1420,Egypt,100388076
24,1332,Egypt,100388076
23,1576,Egypt,100388076
22,1475,Egypt,100388076
21,1547,Egypt,100388076
20,1774,Egypt,100388076
19,1218,Egypt,100388076
18,1363,Egypt,100388076
17,1567,Egypt,100388076
16,1691,Egypt,100388076
15,1618,Egypt,100388076
14,1676,Egypt,100388076
13,1578,Egypt,100388076
12,1442,Egypt,100388076
11,1455,Egypt,100388076
10,1385,Egypt,100388076
9,1365,Egypt,100388076
8,1467,Egypt,100388076
7,1497,Egypt,100388076
6,1348,Egypt,100388076
5,1152,Egypt,100388076
4,1079,Egypt,100388076
3,1152,Egypt,100388076
2,1399,Egypt,100388076
1,1536,Egypt,100388076
30,239,El_Salvador,6453550
29,0,El_Salvador,6453550
28,417,El_Salvador,6453550
27,181,El_Salvador,6453550
26,186,El_Salvador,6453550
25,177,El_Salvador,6453550
24,165,El_Salvador,6453550
23,182,El_Salvador,6453550
22,0,El_Salvador,6453550
21,297,El_Salvador,6453550
20,129,El_Salvador,6453550
19,134,El_Salvador,6453550
18,125,El_Salvador,6453550
17,115,El_Salvador,6453550
16,106,El_Salvador,6453550
15,117,El_Salvador,6453550
14,122,El_Salvador,6453550
13,0,El_Salvador,6453550
12,207,El_Salvador,6453550
11,83,El_Salvador,6453550
10,87,El_Salvador,6453550
9,89,El_Salvador,6453550
8,81,El_Salvador,6453550
7,85,El_Salvador,6453550
6,68,El_Salvador,6453550
5,76,El_Salvador,6453550
4,52,El_Salvador,6453550
3,71,El_Salvador,6453550
2,65,El_Salvador,6453550
1,0,El_Salvador,6453550
30,0,Equatorial_Guinea,1355982
29,0,Equatorial_Guinea,1355982
28,0,Equatorial_Guinea,1355982
27,0,Equatorial_Guinea,1355982
26,0,Equatorial_Guinea,1355982
25,0,Equatorial_Guinea,1355982
24,0,Equatorial_Guinea,1355982
23,337,Equatorial_Guinea,1355982
22,0,Equatorial_Guinea,1355982
21,0,Equatorial_Guinea,1355982
20,358,Equatorial_Guinea,1355982
19,0,Equatorial_Guinea,1355982
18,0,Equatorial_Guinea,1355982
17,0,Equatorial_Guinea,1355982
16,0,Equatorial_Guinea,1355982
15,0,Equatorial_Guinea,1355982
14,0,Equatorial_Guinea,1355982
13,0,Equatorial_Guinea,1355982
12,0,Equatorial_Guinea,1355982
11,0,Equatorial_Guinea,1355982
10,0,Equatorial_Guinea,1355982
9,0,Equatorial_Guinea,1355982
8,0,Equatorial_Guinea,1355982
7,0,Equatorial_Guinea,1355982
6,0,Equatorial_Guinea,1355982
5,0,Equatorial_Guinea,1355982
4,0,Equatorial_Guinea,1355982
3,0,Equatorial_Guinea,1355982
2,0,Equatorial_Guinea,1355982
1,0,Equatorial_Guinea,1355982
30,0,Eritrea,3497117
29,0,Eritrea,3497117
28,24,Eritrea,3497117
27,23,Eritrea,3497117
26,1,Eritrea,3497117
25,0,Eritrea,3497117
24,0,Eritrea,3497117
23,0,Eritrea,3497117
22,0,Eritrea,3497117
21,1,Eritrea,3497117
20,0,Eritrea,3497117
19,11,Eritrea,3497117
18,10,Eritrea,3497117
17,12,Eritrea,3497117
16,13,Eritrea,3497117
15,31,Eritrea,3497117
14,24,Eritrea,3497117
13,0,Eritrea,3497117
12,0,Eritrea,3497117
11,0,Eritrea,3497117
10,0,Eritrea,3497117
9,0,Eritrea,3497117
8,0,Eritrea,3497117
7,0,Eritrea,3497117
6,0,Eritrea,3497117
5,1,Eritrea,3497117
4,1,Eritrea,3497117
3,0,Eritrea,3497117
2,0,Eritrea,3497117
1,0,Eritrea,3497117
30,0,Estonia,1324820
29,1,Estonia,1324820
28,0,Estonia,1324820
27,2,Estonia,1324820
26,1,Estonia,1324820
25,1,Estonia,1324820
24,1,Estonia,1324820
23,0,Estonia,1324820
22,0,Estonia,1324820
21,2,Estonia,1324820
20,2,Estonia,1324820
19,0,Estonia,1324820
18,2,Estonia,1324820
17,1,Estonia,1324820
16,1,Estonia,1324820
15,0,Estonia,1324820
14,3,Estonia,1324820
13,5,Estonia,1324820
12,7,Estonia,1324820
11,11,Estonia,1324820
10,7,Estonia,1324820
9,1,Estonia,1324820
8,8,Estonia,1324820
7,21,Estonia,1324820
6,20,Estonia,1324820
5,10,Estonia,1324820
4,10,Estonia,1324820
3,0,Estonia,1324820
2,1,Estonia,1324820
1,4,Estonia,1324820
30,14,Eswatini,1148133
29,36,Eswatini,1148133
28,17,Eswatini,1148133
27,22,Eswatini,1148133
26,16,Eswatini,1148133
25,16,Eswatini,1148133
24,31,Eswatini,1148133
23,8,Eswatini,1148133
22,8,Eswatini,1148133
21,4,Eswatini,1148133
20,37,Eswatini,1148133
19,23,Eswatini,1148133
18,43,Eswatini,1148133
17,14,Eswatini,1148133
16,16,Eswatini,1148133
15,4,Eswatini,1148133
14,14,Eswatini,1148133
13,23,Eswatini,1148133
12,51,Eswatini,1148133
11,27,Eswatini,1148133
10,31,Eswatini,1148133
9,7,Eswatini,1148133
8,11,Eswatini,1148133
7,17,Eswatini,1148133
6,5,Eswatini,1148133
5,5,Eswatini,1148133
4,2,Eswatini,1148133
3,0,Eswatini,1148133
2,8,Eswatini,1148133
1,2,Eswatini,1148133
30,157,Ethiopia,112078727
29,119,Ethiopia,112078727
28,145,Ethiopia,112078727
27,250,Ethiopia,112078727
26,141,Ethiopia,112078727
25,186,Ethiopia,112078727
24,185,Ethiopia,112078727
